Word,Form,TimePeriod,SentenceLength
Politikerinnen,short,2010s,22
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,27
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,39
Politikerinnen,short,2010s,7
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,11
Politikerinnen,short,2010s,26
Politikerinnen,short,2010s,20
Politikerinnen,short,2010s,11
Politikerinnen,short,2010s,23
Politikerinnen,short,2010s,34
Politikerinnen,short,2010s,47
Politikerinnen,short,2010s,31
Politikerinnen,short,2010s,28
Politikerinnen,short,2010s,20
Politikerinnen,short,2010s,57
Politikerinnen,short,2010s,53
Politikerinnen,short,2010s,35
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,20
Politikerinnen,short,2010s,21
Politikerinnen,short,2010s,7
Politikerinnen,short,2010s,6
Politikerinnen,short,2010s,19
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,26
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,21
Politikerinnen,short,2010s,9
Politikerinnen,short,2010s,8
Politikerinnen,short,2010s,11
Politikerinnen,short,2010s,29
Politikerinnen,short,2010s,19
Politikerinnen,short,2010s,32
Politikerinnen,short,2010s,35
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,9
Politikerinnen,short,2010s,33
Politikerinnen,short,2010s,20
Politikerinnen,short,2010s,27
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,30
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,21
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,43
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,29
Politikerinnen,short,2010s,53
Politikerinnen,short,2010s,40
Politikerinnen,short,2010s,13
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,4
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,10
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,9
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,13
Politikerinnen,short,2010s,8
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,24
Politikerinnen,short,2010s,30
Politikerinnen,short,2010s,2
Politikerinnen,short,2010s,28
Politikerinnen,short,2010s,20
Politikerinnen,short,2010s,6
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,38
Politikerinnen,short,2010s,24
Politikerinnen,short,2010s,40
Politikerinnen,short,2010s,21
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,13
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,27
Politikerinnen,short,2010s,27
Politikerinnen,short,2010s,22
Politikerinnen,short,2010s,54
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,40
Politikerinnen,short,2010s,7
Politikerinnen,short,2010s,14
Politikerinnen,short,2010s,24
Politikerinnen,short,2010s,11
Politikerinnen,short,2010s,43
Politikerinnen,short,2010s,22
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,9
Politikerinnen,short,2010s,5
Politikerinnen,short,2010s,8
Politikerinnen,short,2010s,7
Politikerinnen,short,2010s,5
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,19
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,23
Politikerinnen,short,2010s,19
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,4
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,26
Politikerinnen,short,2010s,24
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,34
Politikerinnen,short,2010s,39
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,8
Politikerinnen,short,2010s,9
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,19
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,28
Politikerinnen,short,2010s,39
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,10
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,41
Politikerinnen,short,2010s,27
Politikerinnen,short,2010s,44
Politikerinnen,short,2010s,19
Politikerinnen,short,2010s,27
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,23
Politikerinnen,short,2010s,35
Politikerinnen,short,2010s,12
Politikerinnen,short,2010s,22
Politikerinnen,short,2010s,16
Politikerinnen,short,2010s,35
Politikerinnen,short,2010s,15
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,47
Politikerinnen,short,2010s,24
Politikerinnen,short,2010s,31
Politikerinnen,short,2010s,10
Politikerinnen,short,2010s,26
Politikerinnen,short,2010s,43
Politikerinnen,short,2010s,18
Politikerinnen,short,2010s,22
Politikerinnen,short,2010s,25
Politikerinnen,short,2010s,36
Politikerinnen,short,2010s,5
Politikerinnen,short,2010s,20
Politikerinnen,short,2010s,39
Politikerinnen,short,2010s,17
Politikerinnen,short,2010s,11
Politikerinnen,short,2010s,17
Politikerinnen,short,2010s,31
Politikerinnen,short,2010s,2
Politikerinnen,short,2010s,22
Politikerinnen,short,2010s,42
Politikerinnen,short,2010s,30
Politikerinnen,short,2010s,33
Politikerinnen,short,2010s,9
Politikerinnen,short,2000s,32
Politikerinnen,short,2000s,23
Politikerinnen,short,2000s,20
Politikerinnen,short,2000s,10
Politikerinnen,short,2000s,12
Politikerinnen,short,2000s,11
Politikerinnen,short,2000s,9
Politikerinnen,short,2000s,31
Politikerinnen,short,2000s,33
Politikerinnen,short,2000s,15
Politikerinnen,short,2000s,19
Politikerinnen,short,2000s,37
Politikerinnen,short,2000s,13
Politikerinnen,short,2000s,10
Politikerinnen,short,2000s,25
Politikerinnen,short,2000s,25
Politikerinnen,short,2000s,20
Politikerinnen,short,2000s,39
Politikerinnen,short,2000s,15
Politikerinnen,short,2000s,73
Politikerinnen,short,2000s,6
Politikerinnen,short,2000s,7
Politikerinnen,short,2000s,31
Politikerinnen,short,2000s,16
Politikerinnen,short,2000s,26
Politikerinnen,short,2000s,19
Politikerinnen,short,2000s,14
Politikerinnen,short,2000s,61
Politikerinnen,short,2000s,9
Politikerinnen,short,2000s,11
Politikerinnen,short,2000s,11
Politikerinnen,short,2000s,19
Politikerinnen,short,2000s,35
Politikerinnen,short,2000s,15
Politikerinnen,short,2000s,24
Politikerinnen,short,2000s,19
Politikerinnen,short,2000s,26
Politikerinnen,short,2000s,34
Politikerinnen,short,2000s,15
Politikerinnen,short,2000s,15
Politikerinnen,short,2000s,14
Politikerinnen,short,2000s,27
Politikerinnen,short,2000s,32
Politikerinnen,short,2000s,14
Politikerinnen,short,2000s,14
Politikerinnen,short,2000s,49
Politikerinnen,short,2000s,37
Politikerinnen,short,2000s,18
Politikerinnen,short,2000s,56
Politikerinnen,short,2000s,55
Politikerinnen,short,2000s,13
Politikerinnen,short,2000s,10
Politikerinnen,short,2000s,25
Politikerinnen,short,2000s,25
Politikerinnen,short,2000s,21
Politikerinnen,short,2000s,30
Politikerinnen,short,2000s,15
Politikerinnen,short,2000s,21
Politikerinnen,short,2000s,15
Studentinnen,long,2010s,53
Studentinnen,long,2010s,26
Studentinnen,long,2010s,30
Studentinnen,long,2010s,23
Studentinnen,long,2010s,36
Studentinnen,long,2010s,22
Studentinnen,long,2010s,37
Studentinnen,long,2010s,38
Studentinnen,long,2010s,18
Studentinnen,long,2010s,15
Studentinnen,long,2000s,19
Studentinnen,long,2000s,21
Studentinnen,long,2000s,34
Studentinnen,long,2000s,21
Studentinnen,long,2000s,16
Studentinnen,long,2000s,23
Studentinnen,long,2000s,24
Studentinnen,long,2010s,28
Studentinnen,long,2010s,16
Studentinnen,long,2010s,28
Studentinnen,long,2010s,13
Studentinnen,long,2010s,45
Studentinnen,long,2010s,36
Studentinnen,long,2010s,34
Studentinnen,long,2010s,13
Studentinnen,long,2010s,26
Studentinnen,long,2010s,42
Studentinnen,long,2010s,17
Studentinnen,long,2010s,23
Studentinnen,long,2010s,31
Studentinnen,long,2010s,26
Studentinnen,long,2010s,15
Studentinnen,long,2010s,17
Studentinnen,long,2010s,51
Studentinnen,long,2010s,64
Studentinnen,long,2010s,17
Studentinnen,long,2010s,2
Studentinnen,long,2010s,73
Studentinnen,long,2010s,3
Studentinnen,long,2010s,8
Studentinnen,long,2010s,9
Studentinnen,long,2010s,30
Studentinnen,long,2010s,19
Studentinnen,long,2010s,11
Studentinnen,long,2010s,18
Studentinnen,long,2010s,67
Studentinnen,long,2010s,12
Studentinnen,long,2000s,22
Studentinnen,long,2000s,15
Studentinnen,long,2000s,13
Studentinnen,long,2000s,30
Studentinnen,long,2000s,28
Studentinnen,long,2000s,19
Studentinnen,long,2000s,25
Studentinnen,long,2000s,38
Studentinnen,long,2000s,20
Studentinnen,long,2000s,21
Studentinnen,long,2000s,14
Studentinnen,long,2000s,23
Studentinnen,short,2010s,8
Studentinnen,short,2010s,21
Studentinnen,short,2010s,22
Studentinnen,short,2010s,40
Studentinnen,short,2010s,15
Studentinnen,short,2010s,18
Studentinnen,short,2010s,26
Studentinnen,short,2010s,35
Studentinnen,short,2010s,27
Studentinnen,short,2010s,36
Studentinnen,short,2010s,28
Studentinnen,short,2010s,36
Studentinnen,short,2010s,28
Studentinnen,short,2010s,15
Studentinnen,short,2010s,24
Studentinnen,short,2010s,19
Studentinnen,short,2010s,28
Studentinnen,short,2010s,2
Studentinnen,short,2010s,21
Studentinnen,short,2010s,7
Studentinnen,short,2010s,46
Studentinnen,short,2010s,14
Studentinnen,short,2010s,15
Studentinnen,short,2010s,21
Studentinnen,short,2010s,32
Studentinnen,short,2010s,23
Studentinnen,short,2010s,16
Studentinnen,short,2010s,20
Studentinnen,short,2010s,9
Studentinnen,short,2010s,14
Studentinnen,short,2010s,10
Studentinnen,short,2010s,13
Studentinnen,short,2010s,28
Studentinnen,short,2010s,22
Studentinnen,short,2010s,19
Studentinnen,short,2010s,8
Studentinnen,short,2010s,21
Studentinnen,short,2010s,21
Studentinnen,short,2010s,6
Studentinnen,short,2010s,13
Studentinnen,short,2010s,13
Studentinnen,short,2010s,24
Studentinnen,short,2010s,9
Studentinnen,short,2010s,16
Studentinnen,short,2010s,14
Studentinnen,short,2010s,31
Studentinnen,short,2010s,10
Studentinnen,short,2010s,28
Studentinnen,short,2010s,23
Studentinnen,short,2010s,23
Studentinnen,short,2010s,15
Studentinnen,short,2010s,5
Studentinnen,short,2010s,25
Studentinnen,short,2010s,36
Studentinnen,short,2010s,3
Studentinnen,short,2010s,14
Studentinnen,short,2010s,13
Studentinnen,short,2010s,14
Studentinnen,short,2010s,35
Studentinnen,short,2010s,6
Studentinnen,short,2010s,46
Studentinnen,short,2010s,29
Studentinnen,short,2010s,73
Studentinnen,short,2010s,39
Studentinnen,short,2010s,31
Studentinnen,short,2010s,21
Studentinnen,short,2010s,187
Studentinnen,short,2010s,19
Studentinnen,short,2010s,24
Studentinnen,short,2010s,20
Studentinnen,short,2010s,85
Studentinnen,short,2010s,20
Studentinnen,short,2010s,14
Studentinnen,short,2010s,26
Studentinnen,short,2010s,27
Studentinnen,short,2010s,35
Studentinnen,short,2010s,30
Studentinnen,short,2010s,14
Studentinnen,short,2010s,24
Studentinnen,short,2010s,32
Studentinnen,short,2010s,23
Studentinnen,short,2010s,27
Studentinnen,short,2010s,46
Studentinnen,short,2010s,18
Studentinnen,short,2010s,21
Studentinnen,short,2010s,93
Studentinnen,short,2010s,8
Studentinnen,short,2010s,11
Studentinnen,short,2010s,25
Studentinnen,short,2010s,26
Studentinnen,short,2010s,23
Studentinnen,short,2010s,7
Studentinnen,short,2010s,19
Studentinnen,short,2010s,26
Studentinnen,short,2010s,10
Studentinnen,short,2010s,14
Studentinnen,short,2010s,19
Studentinnen,short,2010s,23
Studentinnen,short,2010s,14
Studentinnen,short,2010s,86
Studentinnen,short,2010s,16
Studentinnen,short,2010s,27
Studentinnen,short,2010s,18
Studentinnen,short,2010s,19
Studentinnen,short,2010s,39
Studentinnen,short,2010s,8
Studentinnen,short,2010s,24
Studentinnen,short,2010s,35
Studentinnen,short,2010s,57
Studentinnen,short,2010s,34
Studentinnen,short,2010s,33
Studentinnen,short,2010s,12
Studentinnen,short,2010s,16
Studentinnen,short,2010s,14
Studentinnen,short,2010s,10
Studentinnen,short,2010s,23
Studentinnen,short,2010s,24
Studentinnen,short,2010s,24
Studentinnen,short,2010s,38
Studentinnen,short,2010s,18
Studentinnen,short,2010s,75
Studentinnen,short,2010s,44
Studentinnen,short,2010s,18
Studentinnen,short,2010s,8
Studentinnen,short,2010s,9
Studentinnen,short,2010s,42
Studentinnen,short,2010s,13
Studentinnen,short,2010s,81
Studentinnen,short,2010s,42
Studentinnen,short,2010s,44
Studentinnen,short,2010s,18
Studentinnen,short,2010s,17
Studentinnen,short,2010s,51
Studentinnen,short,2010s,14
Studentinnen,short,2010s,14
Studentinnen,short,2010s,55
Studentinnen,short,2010s,45
Studentinnen,short,2010s,31
Studentinnen,short,2010s,4
Studentinnen,short,2010s,28
Studentinnen,short,2010s,49
Studentinnen,short,2010s,49
Studentinnen,short,2010s,24
Studentinnen,short,2010s,24
Studentinnen,short,2000s,36
Studentinnen,short,2000s,33
Studentinnen,short,2000s,16
Studentinnen,short,2000s,16
Studentinnen,short,2000s,24
Studentinnen,short,2000s,25
Studentinnen,short,2000s,33
Studentinnen,short,2000s,26
Studentinnen,short,2000s,26
Studentinnen,short,2000s,12
Studentinnen,short,2000s,4
Studentinnen,short,2000s,16
Studentinnen,short,2000s,9
Studentinnen,short,2000s,33
Studentinnen,short,2000s,35
Studentinnen,short,2000s,15
Studentinnen,short,2000s,16
Studentinnen,short,2000s,28
Studentinnen,short,2000s,30
Studentinnen,short,2000s,11
Studentinnen,short,2000s,13
Studentinnen,short,2000s,7
Studentinnen,short,2000s,8
Studentinnen,short,2000s,24
Studentinnen,short,2000s,18
Studentinnen,short,2000s,10
Studentinnen,short,2000s,16
Studentinnen,short,2000s,25
Studentinnen,short,2000s,13
Studentinnen,short,2000s,13
Studentinnen,short,2000s,27
Studentinnen,short,2000s,14
Studentinnen,short,2000s,19
Wählerinnen,long,2010s,6
Wählerinnen,long,2010s,269
Wählerinnen,long,2010s,20
Wählerinnen,long,2010s,13
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,19
Wählerinnen,long,2010s,62
Wählerinnen,long,2010s,11
Wählerinnen,short,2010s,18
Wählerinnen,short,2010s,45
Wählerinnen,short,2010s,16
Wählerinnen,short,2010s,8
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,12
Wählerinnen,short,2010s,16
Wählerinnen,short,2010s,25
Wählerinnen,short,2010s,24
Wählerinnen,short,2010s,16
Wählerinnen,short,2010s,14
Wählerinnen,short,2010s,18
Wählerinnen,short,2010s,21
Wählerinnen,short,2010s,10
Wählerinnen,short,2010s,44
Wählerinnen,short,2010s,15
Wählerinnen,short,2010s,31
Wählerinnen,short,2010s,10
Wählerinnen,short,2010s,24
Wählerinnen,short,2010s,18
Wählerinnen,short,2010s,7
Wählerinnen,short,2010s,21
Wählerinnen,short,2010s,5
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,20
Wählerinnen,short,2010s,28
Wählerinnen,short,2010s,11
Wählerinnen,short,2010s,29
Wählerinnen,short,2010s,11
Wählerinnen,short,2010s,19
Wählerinnen,short,2010s,18
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,6
Wählerinnen,short,2010s,16
Wählerinnen,short,2010s,19
Wählerinnen,short,2010s,29
Wählerinnen,short,2010s,29
Wählerinnen,short,2010s,19
Wählerinnen,short,2010s,11
Wählerinnen,short,2010s,8
Wählerinnen,short,2010s,24
Wählerinnen,short,2010s,25
Wählerinnen,short,2010s,19
Wählerinnen,short,2010s,14
Wählerinnen,short,2010s,28
Wählerinnen,short,2010s,33
Wählerinnen,short,2010s,17
Wählerinnen,short,2010s,29
Wählerinnen,short,2010s,5
Wählerinnen,short,2010s,14
Wählerinnen,short,2010s,15
Wählerinnen,short,2010s,13
Wählerinnen,short,2010s,10
Wählerinnen,short,2010s,8
Wählerinnen,short,2010s,16
Wählerinnen,short,2010s,13
Wählerinnen,short,2010s,34
Wählerinnen,short,2010s,18
Wählerinnen,short,2010s,30
Wählerinnen,short,2010s,25
Wählerinnen,short,2010s,9
Wählerinnen,short,2010s,8
Wählerinnen,short,2010s,25
Wählerinnen,short,2000s,10
Wählerinnen,short,2000s,12
Wählerinnen,short,2000s,35
Wählerinnen,short,2000s,21
Wählerinnen,short,2000s,26
Wählerinnen,short,2000s,15
Wählerinnen,short,2000s,47
Wählerinnen,short,2000s,24
Wählerinnen,short,2000s,20
Wählerinnen,short,2000s,14
Wählerinnen,short,2000s,63
Wählerinnen,short,2000s,7
Wählerinnen,short,2000s,36
Wählerinnen,short,2000s,19
Wählerinnen,short,2000s,14
Wählerinnen,short,2000s,11
Wählerinnen,short,2000s,32
Wählerinnen,short,2000s,8
Wählerinnen,long,2010s,30
Wählerinnen,long,2010s,28
Wählerinnen,long,2010s,4
Wählerinnen,long,2010s,38
Wählerinnen,long,2010s,29
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,9
Wählerinnen,long,2010s,8
Wählerinnen,long,2010s,19
Wählerinnen,long,2010s,31
Wählerinnen,long,2010s,31
Wählerinnen,long,2010s,21
Wählerinnen,long,2010s,23
Wählerinnen,long,2010s,50
Wählerinnen,long,2010s,34
Wählerinnen,long,2010s,17
Wählerinnen,long,2010s,12
Wählerinnen,long,2010s,26
Wählerinnen,long,2010s,9
Wählerinnen,long,2010s,20
Wählerinnen,long,2010s,29
Wählerinnen,long,2010s,39
Wählerinnen,long,2010s,23
Wählerinnen,long,2010s,8
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,18
Wählerinnen,long,2010s,21
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,20
Wählerinnen,long,2010s,32
Wählerinnen,long,2010s,16
Wählerinnen,long,2010s,18
Wählerinnen,long,2010s,15
Wählerinnen,long,2010s,30
Wählerinnen,long,2010s,11
Wählerinnen,long,2010s,15
Wählerinnen,long,2010s,35
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,19
Wählerinnen,long,2010s,18
Wählerinnen,long,2010s,9
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,13
Wählerinnen,long,2010s,26
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,12
Wählerinnen,long,2010s,14
Wählerinnen,long,2010s,19
Wählerinnen,long,2010s,41
Wählerinnen,long,2010s,27
Wählerinnen,long,2010s,29
Wählerinnen,long,2010s,14
Wählerinnen,long,2010s,54
Wählerinnen,long,2010s,9
Wählerinnen,long,2010s,41
Wählerinnen,long,2010s,12
Wählerinnen,long,2010s,20
Wählerinnen,long,2010s,16
Wählerinnen,long,2010s,43
Wählerinnen,long,2010s,12
Wählerinnen,long,2010s,21
Wählerinnen,long,2010s,18
Wählerinnen,long,2010s,5
Wählerinnen,long,2010s,29
Wählerinnen,long,2010s,46
Wählerinnen,long,2010s,53
Wählerinnen,long,2010s,9
Wählerinnen,long,2010s,37
Wählerinnen,long,2010s,20
Wählerinnen,long,2010s,31
Wählerinnen,long,2010s,44
Wählerinnen,long,2010s,22
Wählerinnen,long,2010s,35
Wählerinnen,long,2010s,14
Wählerinnen,long,2010s,18
Wählerinnen,long,2010s,17
Wählerinnen,long,2010s,37
Wählerinnen,long,2010s,14
Wählerinnen,long,2010s,30
Wählerinnen,long,2010s,28
Wählerinnen,long,2010s,28
Wählerinnen,long,2010s,16
Wählerinnen,long,2000s,21
Wählerinnen,long,2000s,39
Wählerinnen,long,2000s,20
Wählerinnen,long,2000s,31
Wählerinnen,long,2000s,18
Wählerinnen,long,2000s,38
Wählerinnen,long,2000s,12
Wählerinnen,long,2000s,17
Wählerinnen,long,2000s,20
Wählerinnen,long,2000s,20
Wählerinnen,long,2000s,17
Wählerinnen,long,2000s,24
Wählerinnen,long,2000s,7
Wählerinnen,long,2000s,20
Wählerinnen,long,2000s,8
